player_id,player_name,position_group,race,race_source,confidence,notes
00-0032390,Cyrus Jones,DB,,,,
00-0035575,D'Andre Payne,DB,,,,
00-0038739,D'Angelo Mandell,DB,,,,
00-0034966,D'Angelo Ross,DB,,,,
00-0037332,D'Anthony Bell,DB,,,,
00-0035586,D'Cota Dixon,DB,,,,
00-0032271,D'Joun Smith,DB,,,,
00-0034300,D'Montre Wade,DB,,,,
00-0038877,D'Shawn Jamison,DB,,,,
00-0029305,D.J. Campbell,DB,,,,
00-0036579,D.J. Daniel,DB,,,,
00-0030572,D.J. Hayden,DB,,,,
00-0038642,D.J. Ivey,DB,,,,
00-0022959,D.J. Johnson,DB,,,,
00-0033390,D.J. Killings,DB,,,,
00-0039322,D.J. Miller,DB,,,,
00-0026907,D.J. Moore,DB,,,,
00-0034384,D.J. Reed,DB,,,,
00-0038838,D.J. Stirgus,DB,,,,
00-0030566,D.J. Swearinger,DB,,,,
00-0038549,D.J. Turner,DB,,,,
00-0032788,D.J. White,DB,,,,
00-0039800,DJ James,DB,,,,
00-0027239,Da'Mon Cromartie-Smith,DB,,,,
00-0028038,Da'Norris Searcy,DB,,,,
00-0026222,DaJuan Morgan,DB,,,,
00-0037535,DaMarcus Fields,DB,,,,
00-0033710,DaShaun Amos,DB,,,,
00-0039864,Dadrion Taylor-Demerson,DB,,,,
00-0039883,Daequan Hardy,DB,,,,
00-0039414,Daijahn Anthony,DB,,,,
00-0030491,Daimion Stafford,DB,,,,
00-0014859,Dainon Sidney,DB,,,,
00-0035162,Dakari Monroe,DB,,,,
00-0002722,Dale Carter,DB,,,,
00-0034726,Dallin Leavitt,DB,,,,
00-0037395,Dallis Flowers,DB,,,,
00-0036888,Damar Hamlin,DB,,,,
00-0037984,Damarion Williams,DB,,,,
00-0032251,Damarious Randall,DB,,,,
00-0033397,Damarius Travis,DB,,,,
00-0038105,Damarri Mathis,DB,,,,
00-0019678,Damen Wheeler,DB,,,,
00-0031678,Damian Parms,DB,,,,
00-0031949,Damian Swann,DB,,,,
