"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"Devin Hester","Chicago Bears","chi",2009,16,5,3,"ankle calf",8,16,0,0,0,0,0,0,1,1
"Hunter Hillenmeyer","Chicago Bears","chi",2009,16,4,2,"rib groin",4,13,0,0,1,0,0,0,1,0
"Israel Idonije","Chicago Bears","chi",2009,16,9,1,"hamstring  knee foot",1,16,0,0,0,0,0,0,2,1
"Kevin Jones","Chicago Bears","chi",2009,16,16,16,"ankle",1,16,0,0,0,0,0,0,0,1
"Johnny Knox","Chicago Bears","chi",2009,16,1,1,"ankle",16,16,0,0,0,0,0,0,0,1
"Olin Kreutz","Chicago Bears","chi",2009,16,1,0,"back",10,10,0,0,1,0,0,0,0,0
"Patrick Mannelly","Chicago Bears","chi",2009,16,1,0,"forearm",4,4,1,0,0,0,1,0,0,0
"Danieal Manning","Chicago Bears","chi",2009,16,4,1,"back foot calf",2,16,0,0,1,0,0,0,1,1
"Brad Maynard","Chicago Bears","chi",2009,16,1,0,"groin",15,15,0,0,0,0,0,0,1,0
"Trumaine McBride","Chicago Bears","chi",2009,16,1,1,"knee",2,2,0,0,0,0,0,0,1,0
"Henry Melton","Chicago Bears","chi",2009,16,16,16,"ankle",1,16,0,0,0,0,0,0,0,1
"Adewale Ogunleye","Chicago Bears","chi",2009,16,4,2,"ankle fibula",7,16,0,0,0,0,0,0,1,1
"Greg Olsen","Chicago Bears","chi",2009,16,1,0,"ankle",8,8,0,0,0,0,0,0,0,1
"Frank Omiyale","Chicago Bears","chi",2009,16,3,0,"ankle",2,4,0,0,0,0,0,0,0,1
"Orlando Pace","Chicago Bears","chi",2009,16,5,4,"groin",11,15,0,0,0,0,0,0,1,0
"Kevin Payne","Chicago Bears","chi",2009,16,6,3,"toe back ankle",6,16,0,0,1,0,0,0,0,2
"Adrian Peterson","Chicago Bears","chi",2009,16,4,2,"knee illness",5,15,0,0,0,0,0,0,1,0
"Craig Steltz","Chicago Bears","chi",2009,16,2,0,"biceps foot",8,16,0,0,0,0,1,0,0,1
"Charles Tillman","Chicago Bears","chi",2009,16,6,1,"back  shoulder head concussion ribs lung",1,16,2,1,3,0,0,0,0,0
"Pisa Tinoisamoa","Chicago Bears","chi",2009,16,14,14,"knee",2,16,0,0,0,0,0,0,1,0
"Matt Toeaina","Chicago Bears","chi",2009,16,3,3,"calf",7,9,0,0,0,0,0,0,1,0
"Brian Urlacher","Chicago Bears","chi",2009,16,15,15,"wrist",2,16,0,0,0,0,0,1,0,0
"Chris Williams","Chicago Bears","chi",2009,16,1,0,"ankle",15,15,0,0,0,0,0,0,0,1
"Jamar Williams","Chicago Bears","chi",2009,16,1,0,"ankle",14,14,0,0,0,0,0,0,0,1
"Garrett Wolfe","Chicago Bears","chi",2009,16,8,8,"back back kidney kidney",9,16,0,0,4,0,0,0,0,0
"Cedric Benson","Cincinnati Bengals","cin",2009,16,6,2,"ankle knee hip",3,12,0,0,0,1,0,0,1,1
"Andre Caldwell","Cincinnati Bengals","cin",2009,16,2,0,"illness",9,16,0,0,0,0,0,0,0,0
"Antonio Chatman","Cincinnati Bengals","cin",2009,16,9,9,"leg",1,9,0,0,0,0,0,0,1,0
"Daniel Coats","Cincinnati Bengals","cin",2009,16,1,0,"shoulder",7,7,0,1,0,0,0,0,0,0
"Chase Coffman","Cincinnati Bengals","cin",2009,16,4,4,"ankle",13,16,0,0,0,0,0,0,0,1
"Laveranues Coles","Cincinnati Bengals","cin",2009,16,3,0,"head chest",10,12,1,0,1,0,0,0,0,0
"Chris Crocker","Cincinnati Bengals","cin",2009,16,4,3,"calf ankle",10,16,0,0,0,0,0,0,1,1
"Jonathan Fanene","Cincinnati Bengals","cin",2009,16,3,0,"illness shoulder",3,16,0,1,0,0,0,0,0,0
"J.P. Foschi","Cincinnati Bengals","cin",2009,16,1,1,"neck",16,16,1,0,0,0,0,0,0,0
"Robert Geathers","Cincinnati Bengals","cin",2009,16,5,1,"hip knee",9,16,0,0,0,1,0,0,1,0
"Orien Harris","Cincinnati Bengals","cin",2009,16,1,0,"illness",12,12,0,0,0,0,0,0,0,0
"Kyries Hebert","Cincinnati Bengals","cin",2009,16,5,1,"hip knee",5,14,0,0,0,1,0,0,1,0
"Chris Henry","Cincinnati Bengals","cin",2009,16,8,5,"thigh  quadriceps illness forearm",1,13,1,0,0,0,1,0,2,0
"Abdul Hodge","Cincinnati Bengals","cin",2009,16,1,0,"knee",4,4,0,0,0,0,0,0,1,0
"Rashad Jeanty","Cincinnati Bengals","cin",2009,16,2,1,"finger",5,6,0,0,0,0,0,1,0,0
"Chad Johnson","Cincinnati Bengals","cin",2009,16,2,0,"hip knee",7,13,0,0,0,1,0,0,1,0
"Jeremi Johnson","Cincinnati Bengals","cin",2009,16,3,0,"knee chest",8,10,0,0,1,0,0,0,1,0
"Larry Johnson","Cincinnati Bengals","cin",2009,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Michael Johnson","Cincinnati Bengals","cin",2009,16,1,0,"illness",3,3,0,0,0,0,0,0,0,0
"Tank Johnson","Cincinnati Bengals","cin",2009,16,11,2,"foot illness knee",4,16,0,0,0,0,0,0,1,1
"David Jones","Cincinnati Bengals","cin",2009,16,5,4,"foot",1,5,0,0,0,0,0,0,0,1
"Johnathan Joseph","Cincinnati Bengals","cin",2009,16,4,0,"ankle foot",3,11,0,0,0,0,0,0,0,2
"Reggie Kelly","Cincinnati Bengals","cin",2009,16,16,16,"achilles",1,16,0,0,0,0,0,0,0,1
"Scott Kooistra","Cincinnati Bengals","cin",2009,16,2,1,"knee",1,2,0,0,0,0,0,0,1,0
"Brian Leonard","Cincinnati Bengals","cin",2009,16,4,2,"chest groin calf",2,14,0,0,1,0,0,0,2,0
"Nate Livings","Cincinnati Bengals","cin",2009,16,2,2,"knee",2,3,0,0,0,0,0,0,1,0
"Jonathan Luigs","Cincinnati Bengals","cin",2009,16,3,2,"illness back",9,13,0,0,1,0,0,0,0,0
"Evan Mathis","Cincinnati Bengals","cin",2009,16,3,3,"ankle",9,11,0,0,0,0,0,0,0,1
"Rey Maualuga","Cincinnati Bengals","cin",2009,16,5,1,"knee foot ankle",4,16,0,0,0,0,0,0,1,2
"Nedu Ndukwe","Cincinnati Bengals","cin",2009,16,3,0,"hamstring",4,6,0,0,0,0,0,0,1,0
"Tom Nelson","Cincinnati Bengals","cin",2009,16,2,0,"shoulder foot",8,12,0,1,0,0,0,0,0,1
"Antwan Odom","Cincinnati Bengals","cin",2009,16,10,10,"achilles",7,16,0,0,0,0,0,0,0,1
"Carson Palmer","Cincinnati Bengals","cin",2009,16,2,0,"ankle  thumb",1,6,0,0,0,0,0,1,0,1
"Jordan Palmer","Cincinnati Bengals","cin",2009,16,1,1,"illness",2,2,0,0,0,0,0,0,0,0
"Domata Peko","Cincinnati Bengals","cin",2009,16,9,5,"neck chest knee",4,16,1,0,1,0,0,0,1,0
"Keith Rivers","Cincinnati Bengals","cin",2009,16,4,3,"calf",9,12,0,0,0,0,0,0,1,0
"Frostee Rucker","Cincinnati Bengals","cin",2009,16,5,1,"ankle neck illness",6,15,1,0,0,0,0,0,0,1
"Dan Santucci","Cincinnati Bengals","cin",2009,16,16,16,"foot",1,16,0,0,0,0,0,0,0,1
"Bernard Scott","Cincinnati Bengals","cin",2009,16,7,3,"knee leg toe foot illness",8,16,0,0,0,0,0,0,2,2
"Jerome Simpson","Cincinnati Bengals","cin",2009,16,1,1,"illness",6,6,0,0,0,0,0,0,0,0
"Pat Sims","Cincinnati Bengals","cin",2009,16,1,0,"biceps",7,7,0,0,0,0,1,0,0,0
"Andre Smith","Cincinnati Bengals","cin",2009,16,8,8,"foot",1,8,0,0,0,0,0,0,0,1
"Shaun Smith","Cincinnati Bengals","cin",2009,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Morgan Trent","Cincinnati Bengals","cin",2009,16,5,0,"knee",10,14,0,0,0,0,0,0,1,0
"Ben Utecht","Cincinnati Bengals","cin",2009,16,9,9,"concussion",1,9,1,0,0,0,0,0,0,0
"Andrew Whitworth","Cincinnati Bengals","cin",2009,16,1,0,"achilles",4,4,0,0,0,0,0,0,0,1
"Roy Williams","Cincinnati Bengals","cin",2009,16,14,12,"thigh  forearm",1,16,1,0,0,0,1,0,1,0
"Mike Adams","Cleveland Browns","cle",2009,16,5,0,"groin finger elbow",5,16,0,0,0,0,1,1,1,0
"Derek Anderson","Cleveland Browns","cle",2009,16,3,1,"ankle hip illness",7,13,0,0,0,1,0,0,0,1
"Eric Barton","Cleveland Browns","cle",2009,16,10,8,"neck shoulder",6,16,1,1,0,0,0,0,0,0
"David Bowens","Cleveland Browns","cle",2009,16,16,0,"knee",1,16,0,0,0,0,0,0,1,0
"Titus Brown","Cleveland Browns","cle",2009,16,1,1,"hamstring",16,16,0,0,0,0,0,0,1,0
"Kenyon Coleman","Cleveland Browns","cle",2009,16,11,3,"groin knee illness knee ankle",4,16,0,0,0,0,0,0,3,1
"Blake Costanzo","Cleveland Browns","cle",2009,16,4,0,"shoulder",11,14,0,1,0,0,0,0,0,0
"Josh Cribbs","Cleveland Browns","cle",2009,16,3,0,"knee neck ankle",7,14,1,0,0,0,0,0,1,1
"James Davis","Cleveland Browns","cle",2009,16,16,14,"head shoulder",1,16,1,1,0,0,0,0,0,0
"Phil Dawson","Cleveland Browns","cle",2009,16,7,5,"calf hamstring",3,15,0,0,0,0,0,0,2,0
"Greg Estandia","Cleveland Browns","cle",2009,16,2,1,"knee shoulder",8,11,0,1,0,0,0,0,1,0
"Hank Fraley","Cleveland Browns","cle",2009,16,3,1,"knee elbow",9,13,0,0,0,0,1,0,1,0
"Coye Francies","Cleveland Browns","cle",2009,16,2,2,"calf knee",5,9,0,0,0,0,0,0,2,0
"Michael Gaines","Cleveland Browns","cle",2009,16,3,1,"hamstring back shoulder",9,13,0,1,1,0,0,0,1,0
"Rex Hadnot","Cleveland Browns","cle",2009,16,16,7,"knee",1,16,0,0,0,0,0,0,1,0
"Alex Hall","Cleveland Browns","cle",2009,16,1,0,"shoulder",1,1,0,1,0,0,0,0,0,0
"Jerome Harrison","Cleveland Browns","cle",2009,16,5,1,"knee  illness hip",1,16,0,0,0,1,0,0,1,0
"Steve Heiden","Cleveland Browns","cle",2009,16,7,3,"knee  ankle",1,10,0,0,0,0,0,0,1,1
"D'Qwell Jackson","Cleveland Browns","cle",2009,16,12,10,"hamstring shoulder",5,16,0,1,0,0,0,0,1,0
"Chris Jennings","Cleveland Browns","cle",2009,16,5,0,"shoulder",12,16,0,1,0,0,0,0,0,0
"Gerard Lawson","Cleveland Browns","cle",2009,16,2,2,"groin",5,6,0,0,0,0,0,0,1,0
"Jamal Lewis","Cleveland Browns","cle",2009,16,14,7,"neck hamstring wrist ankle concussion",2,16,2,0,0,0,0,1,1,1
"Alex Mack","Cleveland Browns","cle",2009,16,6,0,"knee illness shoulder wrist thumb",3,11,0,1,0,0,0,2,1,0
"Anthony Madison","Cleveland Browns","cle",2009,16,2,0,"illness",6,7,0,0,0,0,0,0,0,0
"Mohamed Massaquoi","Cleveland Browns","cle",2009,16,2,0,"shoulder",2,3,0,1,0,0,0,0,0,0
"Brandon McDonald","Cleveland Browns","cle",2009,16,2,0,"shoulder",7,8,0,1,0,0,0,0,0,0
"C.J. Mosley","Cleveland Browns","cle",2009,16,5,4,"back ankle",8,16,0,0,1,0,0,0,0,1
"Cedric Peerman","Cleveland Browns","cle",2009,16,3,3,"thigh",1,3,0,0,0,0,0,0,1,0
"Brodney Pool","Cleveland Browns","cle",2009,16,6,5,"illness concussion",7,16,1,0,0,0,0,0,0,0
"Brady Quinn","Cleveland Browns","cle",2009,16,2,2,"foot",15,16,0,0,0,0,0,0,0,1
"Brian Robiskie","Cleveland Browns","cle",2009,16,3,1,"toe ankle",13,16,0,0,0,0,0,0,0,2
"Shaun Rogers","Cleveland Browns","cle",2009,16,14,5,"foot illness foot  back leg ankle",1,16,0,0,1,0,0,0,1,3
"Robert Royal","Cleveland Browns","cle",2009,16,9,3,"foot finger illness hamstring finger hamstring finger finger thigh thigh finger",6,14,0,0,0,0,0,5,4,1
"Ahtyba Rubin","Cleveland Browns","cle",2009,16,1,0,"toe",3,3,0,0,0,0,0,0,0,1
"Robaire Smith","Cleveland Browns","cle",2009,16,8,1,"calf shoulder groin",6,16,0,1,0,0,0,0,2,0
"John St. Clair","Cleveland Browns","cle",2009,16,4,2,"thumb shoulder ankle",6,16,0,1,0,0,0,1,0,1
"Eric Steinbach","Cleveland Browns","cle",2009,16,1,0,"knee",4,4,0,0,0,0,0,0,1,0
"Chansi Stuckey","Cleveland Browns","cle",2009,16,4,1,"illness calf",7,11,0,0,0,0,0,0,1,0
"Joe Thomas","Cleveland Browns","cle",2009,16,2,0,"thigh shoulder",15,16,0,1,0,0,0,0,1,0
"Jason Trusnik","Cleveland Browns","cle",2009,16,1,0,"illness",7,7,0,0,0,0,0,0,0,0
"Ryan Tucker","Cleveland Browns","cle",2009,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"David Veikune","Cleveland Browns","cle",2009,16,1,1,"knee",16,16,0,0,0,0,0,0,1,0
"Raymond Ventrone","Cleveland Browns","cle",2009,16,3,1,"finger",14,16,0,0,0,0,0,1,0,0
"Lawrence Vickers","Cleveland Browns","cle",2009,16,11,0,"illness shoulder hamstring groin",5,16,0,1,0,0,0,0,2,0
"Corey Williams","Cleveland Browns","cle",2009,16,4,0,"knee illness thigh ankle",4,16,0,0,0,0,0,0,2,1
"Kamerion Wimbley","Cleveland Browns","cle",2009,16,6,1,"shoulder illness knee",4,13,0,1,0,0,0,0,1,0
"Floyd Womack","Cleveland Browns","cle",2009,16,5,3,"ankle",3,7,0,0,0,0,0,0,0,1
"Eric Wright","Cleveland Browns","cle",2009,16,8,0,"knee  hand shoulder hamstring",1,14,0,1,0,0,0,1,2,0
"Dave Zastudil","Cleveland Browns","cle",2009,16,12,5,"knee",2,16,0,0,0,0,0,0,1,0
"Flozell Adams","Dallas Cowboys","dal",2009,16,2,0,"shoulder",4,5,0,1,0,0,0,0,0,0
"Deon Anderson","Dallas Cowboys","dal",2009,16,4,0,"illness knee knee illness",7,15,0,0,0,0,0,0,2,0
"Miles Austin","Dallas Cowboys","dal",2009,16,1,0,"thumb",16,16,0,0,0,0,0,1,0,0
"Marion Barber","Dallas Cowboys","dal",2009,16,9,1,"quadriceps thigh thigh thumb thumb",3,11,0,0,0,0,0,2,3,0
"Martellus Bennett","Dallas Cowboys","dal",2009,16,3,2,"concussion",13,15,1,0,0,0,0,0,0,0
"Robert Brewster","Dallas Cowboys","dal",2009,16,16,16,"pectoral",1,16,0,0,1,0,0,0,0,0
"Keith Brooking","Dallas Cowboys","dal",2009,16,1,0,"ankle",11,11,0,0,0,0,0,0,0,1
"David Buehler","Dallas Cowboys","dal",2009,16,2,0,"toe",10,11,0,0,0,0,0,0,0,1
"Victor Butler","Dallas Cowboys","dal",2009,16,1,0,"knee",12,12,0,0,0,0,0,0,1,0
"Tashard Choice","Dallas Cowboys","dal",2009,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Marc Colombo","Dallas Cowboys","dal",2009,16,8,7,"ankle fibula ankle",6,16,0,0,0,0,0,0,1,2
"Leonard Davis","Dallas Cowboys","dal",2009,16,1,0,"thumb",6,6,0,0,0,0,0,1,0,0
"Andre Gurode","Dallas Cowboys","dal",2009,16,4,0,"knee ankle",5,9,0,0,0,0,0,0,1,1
"Ken Hamlin","Dallas Cowboys","dal",2009,16,5,4,"ankle",10,14,0,0,0,0,0,0,0,1
"Michael Hamlin","Dallas Cowboys","dal",2009,16,6,6,"wrist  ankle",1,15,0,0,0,0,0,1,0,1
"Stephen Hodge","Dallas Cowboys","dal",2009,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Mike Jenkins","Dallas Cowboys","dal",2009,16,2,0,"elbow",10,11,0,0,0,0,1,0,0,0
"Curtis Johnson","Dallas Cowboys","dal",2009,16,5,5,"hamstring",1,6,0,0,0,0,0,0,1,0
"Felix Jones","Dallas Cowboys","dal",2009,16,4,2,"thigh knee",2,6,0,0,0,0,0,0,2,0
"Stephen McGee","Dallas Cowboys","dal",2009,16,3,3,"knee",1,3,0,0,0,0,0,0,1,0
"Terence Newman","Dallas Cowboys","dal",2009,16,4,0,"knee",13,16,0,0,0,0,0,0,1,0
"Jay Ratliff","Dallas Cowboys","dal",2009,16,2,0,"knee",7,8,0,0,0,0,0,0,1,0
"Tony Romo","Dallas Cowboys","dal",2009,16,3,0,"ankle back",2,12,0,0,1,0,0,0,0,1
"Allen Rossum","Dallas Cowboys","dal",2009,16,5,5,"hamstring",7,11,0,0,0,0,0,0,1,0
"Gerald Sensabaugh","Dallas Cowboys","dal",2009,16,13,1,"chest thumb",2,16,0,0,1,0,0,1,0,0
"DeMarcus Ware","Dallas Cowboys","dal",2009,16,12,0,"head  neck foot wrist neck wrist",1,16,3,0,0,0,0,2,0,1
"Pat Watkins","Dallas Cowboys","dal",2009,16,3,3,"knee",14,16,0,0,0,0,0,0,1,0
"Brandon Williams","Dallas Cowboys","dal",2009,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Jason Williams","Dallas Cowboys","dal",2009,16,5,3,"ankle",1,5,0,0,0,0,0,0,0,1
"Roy Williams","Dallas Cowboys","dal",2009,16,2,1,"ribs",5,6,0,0,1,0,0,0,0,0
"Jason Witten","Dallas Cowboys","dal",2009,16,3,0,"foot",11,13,0,0,0,0,0,0,0,1
"Champ Bailey","Denver Broncos","den",2009,16,1,0,"ankle",2,2,0,0,0,0,0,0,0,1
"Josh Barrett","Denver Broncos","den",2009,16,8,2,"shoulder  hamstring",1,13,0,1,0,0,0,0,1,0
"David Bruton","Denver Broncos","den",2009,16,4,2,"groin thigh quadriceps illness",8,15,0,0,0,0,0,0,3,0
"Correll Buckhalter","Denver Broncos","den",2009,16,7,2,"ankle knee",5,16,0,0,0,0,0,0,1,1
"Brian Dawkins","Denver Broncos","den",2009,16,8,0,"hand  knee hamstring neck ankle",1,16,1,0,0,0,0,1,2,1
"Elvis Dumervil","Denver Broncos","den",2009,16,1,0,"toe",14,14,0,0,0,0,0,0,0,1
"Ronald Fields","Denver Broncos","den",2009,16,1,0,"hamstring",7,7,0,0,0,0,0,0,1,0
"Jabar Gaffney","Denver Broncos","den",2009,16,2,0,"finger",2,3,0,0,0,0,0,1,0,0
"Daniel Graham","Denver Broncos","den",2009,16,1,0,"knee",16,16,0,0,0,0,0,0,1,0
"Nick Greisen","Denver Broncos","den",2009,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Mario Haggan","Denver Broncos","den",2009,16,1,0,"knee",3,3,0,0,0,0,0,0,1,0
"Ben Hamilton","Denver Broncos","den",2009,16,3,1,"hamstring",3,5,0,0,0,0,0,0,1,0
"Ryan Harris","Denver Broncos","den",2009,16,9,8,"shoulder toe",4,16,0,1,0,0,0,0,0,1
"Renaldo Hill","Denver Broncos","den",2009,16,3,1,"ankle",14,16,0,0,0,0,0,0,0,1
"Peyton Hillis","Denver Broncos","den",2009,16,1,0,"head",4,4,1,0,0,0,0,0,0,0
"Russ Hochstein","Denver Broncos","den",2009,16,1,1,"knee",16,16,0,0,0,0,0,0,1,0
"LaMont Jordan","Denver Broncos","den",2009,16,3,3,"back",10,12,0,0,1,0,0,0,0,0
"Chris Kuper","Denver Broncos","den",2009,16,3,1,"ankle",1,3,0,0,0,0,0,0,0,1
"Spencer Larsen","Denver Broncos","den",2009,16,9,6,"shoulder back hamstring",2,16,0,1,1,0,0,0,1,0
"Ty Law","Denver Broncos","den",2009,16,4,2,"hamstring",12,16,0,0,0,0,0,0,1,0
"Brandon Lloyd","Denver Broncos","den",2009,16,3,3,"foot",10,12,0,0,0,0,0,0,0,1
"Brandon Marshall","Denver Broncos","den",2009,16,5,1,"illness back neck hamstring",3,16,1,0,1,0,0,0,1,0
"Darcel McBath","Denver Broncos","den",2009,16,3,3,"forearm",14,16,1,0,0,0,1,0,0,0
"Ryan McBean","Denver Broncos","den",2009,16,3,2,"knee",8,10,0,0,0,0,0,0,1,0
"Kenny McKinley","Denver Broncos","den",2009,16,2,1,"illness knee",4,16,0,0,0,0,0,0,1,0
"Knowshon Moreno","Denver Broncos","den",2009,16,5,0,"knee groin  shoulder ankle",1,14,0,1,0,0,0,0,2,1
"Kyle Orton","Denver Broncos","den",2009,16,7,0,"finger  ankle",1,13,0,0,0,0,0,1,0,1
"Richard Quinn","Denver Broncos","den",2009,16,1,0,"hamstring",14,14,0,0,0,0,0,0,1,0
"Darrell Reid","Denver Broncos","den",2009,16,1,0,"knee",16,16,0,0,0,0,0,0,1,0
"Eddie Royal","Denver Broncos","den",2009,16,3,2,"quadriceps neck head",12,16,2,0,0,0,0,0,1,0
"Tony Scheffler","Denver Broncos","den",2009,16,3,1,"back hip back disciplinary",6,16,0,0,2,1,0,0,0,0
"Chris Simms","Denver Broncos","den",2009,16,1,1,"ankle",1,1,0,0,0,0,0,0,0,1
"Alphonso Smith","Denver Broncos","den",2009,16,3,1,"ankle",3,5,0,0,0,0,0,0,0,1
"Le Kevin Smith","Denver Broncos","den",2009,16,3,2,"knee",1,3,0,0,0,0,0,0,1,0
"Brandon Stokley","Denver Broncos","den",2009,16,2,0,"thigh",3,4,0,0,0,0,0,0,1,0
"Marcus Thomas","Denver Broncos","den",2009,16,2,2,"shoulder",11,12,0,1,0,0,0,0,0,0
"D.J. Williams","Denver Broncos","den",2009,16,1,0,"ankle",15,15,0,0,0,0,0,0,0,1
"Jack Williams","Denver Broncos","den",2009,16,1,1,"illness",8,8,0,0,0,0,0,0,0,0
"Wesley Woodyard","Denver Broncos","den",2009,16,1,0,"neck",12,12,1,0,0,0,0,0,0,0
"Cliff Avril","Detroit Lions","det",2009,16,4,2,"hamstring",2,5,0,0,0,0,0,0,1,0
"Aaron Brown","Detroit Lions","det",2009,16,1,0,"knee",14,14,0,0,0,0,0,0,1,0
"Copeland Bryan","Detroit Lions","det",2009,16,10,10,"knee",7,16,0,0,0,0,0,0,1,0
"Phillip Buchanon","Detroit Lions","det",2009,16,7,3,"neck  knee knee shoulder shoulder",1,16,1,2,0,0,0,0,2,0
"Daniel Bullocks","Detroit Lions","det",2009,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Gosder Cherilus","Detroit Lions","det",2009,16,3,1,"shoulder ankle",5,7,0,1,0,0,0,0,0,1
"Vinny Ciurciu","Detroit Lions","det",2009,16,1,0,"ankle",15,15,0,0,0,0,0,0,0,1
"Joe Cohen","Detroit Lions","det",2009,16,7,2,"ankle knee",9,16,0,0,0,0,0,0,1,1
"Damion Cook","Detroit Lions","det",2009,16,16,16,"triceps",1,16,0,0,0,0,1,0,0,0
"Daunte Culpepper","Detroit Lions","det",2009,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Jared DeVries","Detroit Lions","det",2009,16,16,16,"achilles",1,16,0,0,0,0,0,0,0,1
"Louis Delmas","Detroit Lions","det",2009,16,7,1,"leg tooth jaw ankle knee",9,16,2,0,0,0,0,0,2,1
"Jordon Dizon","Detroit Lions","det",2009,16,7,0,"foot neck",6,16,1,0,0,0,0,0,0,1
"Demarcus Faggins","Detroit Lions","det",2009,16,9,9,"groin",8,16,0,0,0,0,0,0,1,0
"Jerome Felton","Detroit Lions","det",2009,16,7,2,"ankle shoulder",3,11,0,1,0,0,0,0,0,1
"Yamon Figurs","Detroit Lions","det",2009,16,1,0,"finger",1,1,0,0,0,0,0,1,0,0
"Casey Fitzsimmons","Detroit Lions","det",2009,16,7,4,"knee  thigh ear concussion",1,16,2,0,0,0,0,0,2,0
"Andre Fluellen","Detroit Lions","det",2009,16,5,2,"knee toes groin",2,14,0,0,0,0,0,0,2,1
"Zack Follett","Detroit Lions","det",2009,16,4,0,"illness neck",7,12,1,0,0,0,0,0,0,0
"Larry Foote","Detroit Lions","det",2009,16,5,2,"knee foot",9,16,0,0,0,0,0,0,1,1
"Jason Hanson","Detroit Lions","det",2009,16,2,0,"knee",1,2,0,0,0,0,0,0,1,0
"Nick Harris","Detroit Lions","det",2009,16,2,0,"knee",13,14,0,0,0,0,0,0,1,0
"Anthony Henry","Detroit Lions","det",2009,16,1,0,"shoulder",1,1,0,1,0,0,0,0,0,0
"Sammie Lee Hill","Detroit Lions","det",2009,16,7,3,"neck ankle toe",3,9,1,0,0,0,0,0,0,2
"Jason Hunter","Detroit Lions","det",2009,16,7,2,"ribs  ankle knee",1,11,0,0,1,0,0,0,1,1
"Grady Jackson","Detroit Lions","det",2009,16,16,1,"knee",1,16,0,0,0,0,0,0,1,0
"Calvin Johnson","Detroit Lions","det",2009,16,9,2,"knee hand",6,15,0,0,0,0,0,1,1,0
"Eric King","Detroit Lions","det",2009,16,13,12,"shoulder",2,16,0,1,0,0,0,0,0,0
"Daniel Loper","Detroit Lions","det",2009,16,5,4,"knee back",2,13,0,0,1,0,0,0,1,0
"Marquand Manuel","Detroit Lions","det",2009,16,9,7,"leg knee shoulder",2,16,0,1,0,0,0,0,2,0
"Turk McBride","Detroit Lions","det",2009,16,1,0,"head",7,7,1,0,0,0,0,0,0,0
"Maurice Morris","Detroit Lions","det",2009,16,1,1,"hip",6,6,0,0,0,1,0,0,0,0
"Don Muhlbach","Detroit Lions","det",2009,16,2,1,"concussion",14,15,1,0,0,0,0,0,0,0
"Dennis Northcutt","Detroit Lions","det",2009,16,3,0,"hand  groin",1,15,0,0,0,0,0,1,1,0
"Kalvin Pearson","Detroit Lions","det",2009,16,6,4,"quadriceps hamstring",4,13,0,0,0,0,0,0,2,0
"Stephen Peterman","Detroit Lions","det",2009,16,8,7,"ankle",1,16,0,0,0,0,0,0,0,1
"Will Peterson","Detroit Lions","det",2009,16,2,0,"foot neck",2,13,1,0,0,0,0,0,0,1
"Brandon Pettigrew","Detroit Lions","det",2009,16,7,5,"hamstring knee",5,16,0,0,0,0,0,0,2,0
"Dominic Raiola","Detroit Lions","det",2009,16,1,0,"knee",15,15,0,0,0,0,0,0,1,0
"Chris Roberson","Detroit Lions","det",2009,16,16,16,"undisclosed",1,16,0,0,0,0,0,0,0,0
"Ko Simpson","Detroit Lions","det",2009,16,10,8,"hamstring knee",5,16,0,0,0,0,0,0,2,0
"Ernie Sims","Detroit Lions","det",2009,16,10,5,"shoulder hamstring",3,13,0,1,0,0,0,0,1,0
"Kevin Smith","Detroit Lions","det",2009,16,8,3,"shoulder hip knee",3,16,0,1,0,1,0,0,1,0
"Terrelle Smith","Detroit Lions","det",2009,16,1,0,"illness",7,7,0,0,0,0,0,0,0,0
"Cody Spencer","Detroit Lions","det",2009,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Matthew Stafford","Detroit Lions","det",2009,16,11,6,"knee shoulder",5,16,0,1,0,0,0,0,1,0
"Drew Stanton","Detroit Lions","det",2009,16,5,5,"knee  ankle",1,16,0,0,0,0,0,0,1,1
"Dewayne White","Detroit Lions","det",2009,16,13,6,"hamstring toe",4,16,0,0,0,0,0,0,1,1
"Derrick Williams","Detroit Lions","det",2009,16,2,2,"hip",10,11,0,0,0,1,0,0,0,0
"Jack Williams","Detroit Lions","det",2009,16,7,7,"knee",10,16,0,0,0,0,0,0,1,0
"Brian Witherspoon","Detroit Lions","det",2009,16,1,1,"ankle",16,16,0,0,0,0,0,0,0,1
"Allen Barbre","Green Bay Packers","gnb",2009,16,4,3,"concussion ankle",9,12,1,0,0,0,0,0,0,1
"Nick Barnett","Green Bay Packers","gnb",2009,16,4,0,"knee illness",13,16,0,0,0,0,0,0,1,0
