"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"Jesse James","Chicago Bears","chi",2021,10,1,1,"personal",5,5,0,0,0,0,0,0,0,0
"Teven Jenkins","Chicago Bears","chi",2021,10,8,8,"",2,9,0,0,0,0,0,0,0,0
"Caleb Johnson","Chicago Bears","chi",2021,10,2,2,"knee",6,7,0,0,0,0,0,0,1,0
"Christian Jones","Chicago Bears","chi",2021,10,1,0,"back",5,5,0,0,1,0,0,0,0,0
"Khalil Mack","Chicago Bears","chi",2021,10,6,1,"groin  foot ribs",1,10,0,0,1,0,0,0,1,1
"David Montgomery","Chicago Bears","chi",2021,10,5,4,"",5,9,0,0,0,0,0,0,0,0
"Darnell Mooney","Chicago Bears","chi",2021,10,4,0,"back groin",1,4,0,0,1,0,0,0,1,0
"Ryan Nall","Chicago Bears","chi",2021,10,1,0,"ankle",6,6,0,0,0,0,0,0,0,1
"Bilal Nichols","Chicago Bears","chi",2021,10,2,0,"back knee",3,7,0,0,1,0,0,0,1,0
"Jason Peters","Chicago Bears","chi",2021,10,1,0,"quad",2,2,0,0,0,0,0,0,1,0
"Robert Quinn","Chicago Bears","chi",2021,10,2,0,"back",1,2,0,0,1,0,0,0,0,0
"Allen Robinson","Chicago Bears","chi",2021,10,2,0,"ankle",6,7,0,0,0,0,0,0,0,1
"Patrick Scales","Chicago Bears","chi",2021,10,1,0,"ankle",1,1,0,0,0,0,0,0,0,1
"Duke Shelley","Chicago Bears","chi",2021,10,2,0,"ankle",6,7,0,0,0,0,0,0,0,1
"Danny Trevathan","Chicago Bears","chi",2021,10,4,4,"",2,10,0,0,0,0,0,0,0,0
"Nsimba Webster","Chicago Bears","chi",2021,10,1,0,"hamstring",2,2,0,0,0,0,0,0,1,0
"Ricardo Allen","Cincinnati Bengals","cin",2021,10,4,3,"hand",2,5,0,0,0,0,0,1,0,0
"Chidobe Awuzie","Cincinnati Bengals","cin",2021,10,1,1,"groin",4,4,0,0,0,0,0,0,1,0
"Markus Bailey","Cincinnati Bengals","cin",2021,10,1,0,"knee",2,2,0,0,0,0,0,0,1,0
"Jessie Bates","Cincinnati Bengals","cin",2021,10,1,1,"neck",4,4,1,0,0,0,0,0,0,0
"Jackson Carman","Cincinnati Bengals","cin",2021,10,1,0,"related",6,6,0,0,0,0,0,0,0,0
"Jalen Davis","Cincinnati Bengals","cin",2021,10,1,0,"ankle",7,7,0,0,0,0,0,0,0,1
"Akeem Davis-Gaither","Cincinnati Bengals","cin",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Jordan Evans","Cincinnati Bengals","cin",2021,10,4,4,"",6,10,0,0,0,0,0,0,0,0
"Tee Higgins","Cincinnati Bengals","cin",2021,10,2,2,"shoulder",3,4,0,1,0,0,0,0,0,0
"Trey Hopkins","Cincinnati Bengals","cin",2021,10,1,0,"knee",5,5,0,0,0,0,0,0,1,0
"Khalid Kareem","Cincinnati Bengals","cin",2021,10,5,5,"",2,6,0,0,0,0,0,0,0,0
"Joe Mixon","Cincinnati Bengals","cin",2021,10,2,0,"ankle",5,6,0,0,0,0,0,0,0,1
"Thaddeus Moss","Cincinnati Bengals","cin",2021,10,7,7,"",4,10,0,0,0,0,0,0,0,0
"Larry Ogunjobi","Cincinnati Bengals","cin",2021,10,1,0,"knee",5,5,0,0,0,0,0,0,1,0
"Joseph Ossai","Cincinnati Bengals","cin",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Darius Phillips","Cincinnati Bengals","cin",2021,10,1,0,"thigh",2,2,0,0,0,0,0,0,1,0
"Tyler Shelvin","Cincinnati Bengals","cin",2021,10,1,1,"illness",7,7,0,0,0,0,0,0,0,0
"D'Ante Smith","Cincinnati Bengals","cin",2021,10,6,6,"illness",5,10,0,0,0,0,0,0,0,0
"Xavier Su'a-Filo","Cincinnati Bengals","cin",2021,10,3,3,"knee",3,9,0,0,0,0,0,0,1,0
"Mike Thomas","Cincinnati Bengals","cin",2021,10,2,2,"ankle",5,6,0,0,0,0,0,0,0,1
"Trae Waynes","Cincinnati Bengals","cin",2021,10,5,4,"hamstring",1,9,0,0,0,0,0,0,1,0
"Brandon Wilson","Cincinnati Bengals","cin",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Odell Beckham","Cleveland Browns","cle",2021,11,3,2,"knee  shoulder",1,7,0,1,0,0,0,0,1,0
"Ja'Marcus Bradley","Cleveland Browns","cle",2021,11,4,4,"",4,7,0,0,0,0,0,0,0,0
"Stephen Carlson","Cleveland Browns","cle",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Nick Chubb","Cleveland Browns","cle",2021,11,2,2,"calf",6,7,0,0,0,0,0,0,1,0
"Jadeveon Clowney","Cleveland Browns","cle",2021,11,4,1,"illness  elbow ankle",1,7,0,0,0,0,1,0,0,1
"Jack Conklin","Cleveland Browns","cle",2021,11,4,4,"knee",6,10,0,0,0,0,0,0,1,0
"Connor Davis","Cleveland Browns","cle",2021,11,5,5,"",2,6,0,0,0,0,0,0,0,0
"Grant Delpit","Cleveland Browns","cle",2021,11,1,1,"hamstring",1,1,0,0,0,0,0,0,1,0
"Michael Dunn","Cleveland Browns","cle",2021,11,2,1,"back",1,2,0,0,1,0,0,0,0,0
"Tony Fields","Cleveland Browns","cle",2021,11,2,2,"illness  shoulder",1,5,0,1,0,0,0,0,0,0
"Myles Garrett","Cleveland Browns","cle",2021,11,2,0,"related knee",5,6,0,0,0,0,0,0,1,0
"A.J. Green","Cleveland Browns","cle",2021,11,2,2,"shoulder",6,7,0,1,0,0,0,0,0,0
"Nick Harris","Cleveland Browns","cle",2021,11,4,4,"",5,8,0,0,0,0,0,0,0,0
"Ronnie Harrison","Cleveland Browns","cle",2021,11,1,0,"ankle",1,1,0,0,0,0,0,0,0,1
"Troy Hill","Cleveland Browns","cle",2021,11,2,0,"hamstring toe",2,5,0,0,0,0,0,0,1,1
"Chris Hubbard","Cleveland Browns","cle",2021,11,8,8,"triceps",2,9,0,0,0,0,1,0,0,0
"Kareem Hunt","Cleveland Browns","cle",2021,11,6,5,"wrist",6,11,0,0,0,0,0,1,0,0
"Malik Jackson","Cleveland Browns","cle",2021,11,2,0,"knee",6,7,0,0,0,0,0,0,1,0
"Andy Janovich","Cleveland Browns","cle",2021,11,4,3,"",6,9,0,0,0,0,0,0,0,0
"Jarvis Landry","Cleveland Browns","cle",2021,11,4,4,"",3,6,0,0,0,0,0,0,0,0
"Baker Mayfield","Cleveland Browns","cle",2021,11,1,1,"shoulder",7,7,0,1,0,0,0,0,0,0
"Takkarist McKinley","Cleveland Browns","cle",2021,11,2,0,"ankle",5,6,0,0,0,0,0,0,0,1
"Chase McLaughlin","Cleveland Browns","cle",2021,11,1,0,"hamstring",1,1,0,0,0,0,0,0,1,0
"Montrel Meander","Cleveland Browns","cle",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Greg Newsome","Cleveland Browns","cle",2021,11,3,2,"calf",4,6,0,0,0,0,0,0,1,0
"David Njoku","Cleveland Browns","cle",2021,11,1,0,"knee",5,5,0,0,0,0,0,0,1,0
"Jeremiah Owusu-Koramoah","Cleveland Browns","cle",2021,11,4,3,"",7,10,0,0,0,0,0,0,0,0
"Jacob Phillips","Cleveland Browns","cle",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Anthony Schwartz","Cleveland Browns","cle",2021,11,1,0,"knee",2,2,0,0,0,0,0,0,1,0
"Malcolm Smith","Cleveland Browns","cle",2021,11,3,1,"abdomen",5,7,0,0,1,0,0,0,0,0
"M.J. Stewart","Cleveland Browns","cle",2021,11,4,4,"",6,9,0,0,0,0,0,0,0,0
"Ryan Switzer","Cleveland Browns","cle",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Sione Takitaki","Cleveland Browns","cle",2021,11,2,1,"hamstring",3,4,0,0,0,0,0,0,1,0
"J.C. Tretter","Cleveland Browns","cle",2021,11,7,0,"knee",1,7,0,0,0,0,0,0,1,0
"Anthony Walker","Cleveland Browns","cle",2021,11,4,3,"",2,5,0,0,0,0,0,0,0,0
"Denzel Ward","Cleveland Browns","cle",2021,11,2,0,"neck",5,6,1,0,0,0,0,0,0,0
"Jedrick Wills","Cleveland Browns","cle",2021,11,6,2,"ankle",2,7,0,0,0,0,0,0,0,1
"Mack Wilson","Cleveland Browns","cle",2021,11,1,0,"calf",7,7,0,0,0,0,0,0,1,0
"Dorance Armstrong","Dallas Cowboys","dal",2021,9,4,4,"ankle",2,5,0,0,0,0,0,0,0,1
"Josh Ball","Dallas Cowboys","dal",2021,9,9,9,"",1,9,0,0,0,0,0,0,0,0
"Francis Bernard","Dallas Cowboys","dal",2021,9,5,5,"",1,5,0,0,0,0,0,0,0,0
"Deante Burton","Dallas Cowboys","dal",2021,9,1,1,"",5,5,0,0,0,0,0,0,0,0
"Amari Cooper","Dallas Cowboys","dal",2021,9,1,0,"hamstring",4,4,0,0,0,0,0,0,1,0
"Jabril Cox","Dallas Cowboys","dal",2021,9,3,3,"",7,9,0,0,0,0,0,0,0,0
"Trevon Diggs","Dallas Cowboys","dal",2021,9,1,0,"ankle",5,5,0,0,0,0,0,0,0,1
"Rico Dowdle","Dallas Cowboys","dal",2021,9,9,9,"",1,9,0,0,0,0,0,0,0,0
"Ezekiel Elliott","Dallas Cowboys","dal",2021,9,2,0,"knee ribs",4,5,0,0,1,0,0,0,1,0
"Neville Gallimore","Dallas Cowboys","dal",2021,9,9,9,"",1,9,0,0,0,0,0,0,0,0
"Michael Gallup","Dallas Cowboys","dal",2021,9,5,5,"",1,5,0,0,0,0,0,0,0,0
"Randy Gregory","Dallas Cowboys","dal",2021,9,5,2,"knee",3,9,0,0,0,0,0,0,1,0
"Kelvin Joseph","Dallas Cowboys","dal",2021,9,5,5,"",1,5,0,0,0,0,0,0,0,0
"Damontae Kazee","Dallas Cowboys","dal",2021,9,2,0,"thigh  hip",1,5,0,0,0,1,0,0,1,0
"DeMarcus Lawrence","Dallas Cowboys","dal",2021,9,5,5,"",5,9,0,0,0,0,0,0,0,0
"Sean McKeon","Dallas Cowboys","dal",2021,9,5,5,"",1,5,0,0,0,0,0,0,0,0
"Osirus Mitchell","Dallas Cowboys","dal",2021,9,9,9,"",1,9,0,0,0,0,0,0,0,0
"Ty Nsekhe","Dallas Cowboys","dal",2021,9,4,4,"illness",1,4,0,0,0,0,0,0,0,0
"Sewo Olonilua","Dallas Cowboys","dal",2021,9,9,9,"",1,9,0,0,0,0,0,0,0,0
"Reggie Robinson","Dallas Cowboys","dal",2021,9,9,9,"",1,9,0,0,0,0,0,0,0,0
"Tyron Smith","Dallas Cowboys","dal",2021,9,1,0,"neck",5,5,1,0,0,0,0,0,0,0
"Darian Thompson","Dallas Cowboys","dal",2021,9,5,5,"",5,9,0,0,0,0,0,0,0,0
"Malik Turner","Dallas Cowboys","dal",2021,9,3,2,"",1,3,0,0,0,0,0,0,0,0
"Brent Urban","Dallas Cowboys","dal",2021,9,4,4,"",6,9,0,0,0,0,0,0,0,0
"Carlos Watkins","Dallas Cowboys","dal",2021,9,3,2,"knee",2,4,0,0,0,0,0,0,1,0
"Donovan Wilson","Dallas Cowboys","dal",2021,9,5,4,"groin",1,5,0,0,0,0,0,0,1,0
"LeVante Bellamy","Denver Broncos","den",2021,10,3,3,"",2,4,0,0,0,0,0,0,0,0
"Garett Bolles","Denver Broncos","den",2021,10,1,0,"knee",7,7,0,0,0,0,0,0,1,0
"Mike Boone","Denver Broncos","den",2021,10,3,3,"",2,4,0,0,0,0,0,0,0,0
"Teddy Bridgewater","Denver Broncos","den",2021,10,2,0,"concussion foot",5,7,1,0,0,0,0,0,0,1
"Baron Browning","Denver Broncos","den",2021,10,1,1,"back",4,4,0,0,1,0,0,0,0,0
"Bryce Callahan","Denver Broncos","den",2021,10,2,2,"",9,10,0,0,0,0,0,0,0,0
"Bradley Chubb","Denver Broncos","den",2021,10,5,4,"ankle",1,10,0,0,0,0,0,0,0,1
"Ronald Darby","Denver Broncos","den",2021,10,4,4,"",2,5,0,0,0,0,0,0,0,0
"Duke Dawson","Denver Broncos","den",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Mike Ford","Denver Broncos","den",2021,10,4,3,"knee",6,9,0,0,0,0,0,0,1,0
"Graham Glasgow","Denver Broncos","den",2021,10,3,2,"illness knee",2,4,0,0,0,0,0,0,1,0
"Melvin Gordon","Denver Broncos","den",2021,10,3,0,"ribs leg hip",4,6,0,0,1,1,0,0,1,0
"Jonas Griffith","Denver Broncos","den",2021,10,6,4,"back",2,8,0,0,1,0,0,0,0,0
"KJ Hamler","Denver Broncos","den",2021,10,7,7,"",4,10,0,0,0,0,0,0,0,0
"Shelby Harris","Denver Broncos","den",2021,10,1,0,"wrist",4,4,0,0,0,0,0,1,0,0
"Kareem Jackson","Denver Broncos","den",2021,10,1,0,"back",6,6,0,0,1,0,0,0,0,0
"Jerry Jeudy","Denver Broncos","den",2021,10,5,5,"",2,6,0,0,0,0,0,0,0,0
"Josey Jewell","Denver Broncos","den",2021,10,8,8,"",3,10,0,0,0,0,0,0,0,0
"Alexander Johnson","Denver Broncos","den",2021,10,4,4,"",7,10,0,0,0,0,0,0,0,0
"Brett Jones","Denver Broncos","den",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Dre'Mont Jones","Denver Broncos","den",2021,10,1,0,"calf",4,4,0,0,0,0,0,0,1,0
"Adrian Killins","Denver Broncos","den",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Andre Mintze","Denver Broncos","den",2021,10,5,5,"hamstring",4,10,0,0,0,0,0,0,1,0
"Michael Ojemudia","Denver Broncos","den",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Albert Okwuegbunam","Denver Broncos","den",2021,10,4,3,"",5,8,0,0,0,0,0,0,0,0
"Aaron Patrick","Denver Broncos","den",2021,10,2,2,"ankle",6,7,0,0,0,0,0,0,0,1
"Natrez Patrick","Denver Broncos","den",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Mike Purcell","Denver Broncos","den",2021,10,1,0,"knee",3,3,0,0,0,0,0,0,1,0
"Dalton Risner","Denver Broncos","den",2021,10,1,1,"ankle",4,4,0,0,0,0,0,0,0,1
"Diontae Spencer","Denver Broncos","den",2021,10,1,0,"chest",5,5,0,0,1,0,0,0,0,0
"Caden Sterns","Denver Broncos","den",2021,10,1,0,"illness",7,7,0,0,0,0,0,0,0,0
"Patrick Surtain","Denver Broncos","den",2021,10,1,0,"chest",5,5,0,0,1,0,0,0,0,0
"Courtland Sutton","Denver Broncos","den",2021,10,1,0,"ankle",5,5,0,0,0,0,0,0,0,1
"Corey Ballentine","Detroit Lions","det",2021,10,4,4,"",6,9,0,0,0,0,0,0,0,0
"Tim Boyle","Detroit Lions","det",2021,10,7,7,"",2,8,0,0,0,0,0,0,0,0
"Michael Brockers","Detroit Lions","det",2021,10,4,0,"shoulder",1,4,0,1,0,0,0,0,0,0
"Jason Cabinda","Detroit Lions","det",2021,10,1,1,"hip",7,7,0,0,0,1,0,0,0,0
"Quintez Cephus","Detroit Lions","det",2021,10,5,5,"",6,10,0,0,0,0,0,0,0,0
"Jamie Collins","Detroit Lions","det",2021,10,1,1,"related",3,3,0,0,0,0,0,0,0,0
"Taylor Decker","Detroit Lions","det",2021,10,6,6,"finger",1,6,0,0,0,0,0,1,0,0
"Trey Flowers","Detroit Lions","det",2021,10,6,2,"shoulder knee",2,7,0,1,0,0,0,0,1,0
"Shaun Dion Hamilton","Detroit Lions","det",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Da'Shawn Hand","Detroit Lions","det",2021,10,6,6,"",2,7,0,0,0,0,0,0,0,0
"Joel Heath","Detroit Lions","det",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"T.J. Hockenson","Detroit Lions","det",2021,10,3,0,"knee",5,7,0,0,0,0,0,0,1,0
"Javon McKinley","Detroit Lions","det",2021,10,2,2,"",9,10,0,0,0,0,0,0,0,0
"Ifeatu Melifonwu","Detroit Lions","det",2021,10,7,7,"",3,9,0,0,0,0,0,0,0,0
"Jeff Okudah","Detroit Lions","det",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Julian Okwara","Detroit Lions","det",2021,10,1,0,"neck",3,3,1,0,0,0,0,0,0,0
"Romeo Okwara","Detroit Lions","det",2021,10,8,6,"shoulder",3,10,0,1,0,0,0,0,0,0
"Levi Onwuzurike","Detroit Lions","det",2021,10,1,1,"hip",1,1,0,0,0,1,0,0,0,0
"AJ Parker","Detroit Lions","det",2021,10,1,0,"shoulder",1,1,0,1,0,0,0,0,0,0
"Frank Ragnow","Detroit Lions","det",2021,10,6,6,"",5,10,0,0,0,0,0,0,0,0
"Kalif Raymond","Detroit Lions","det",2021,10,2,0,"thigh",2,3,0,0,0,0,0,0,1,0
"Austin Seibert","Detroit Lions","det",2021,10,2,2,"",9,10,0,0,0,0,0,0,0,0
"Penei Sewell","Detroit Lions","det",2021,10,1,0,"ankle",5,5,0,0,0,0,0,0,0,1
"Logan Stenberg","Detroit Lions","det",2021,10,3,3,"",8,10,0,0,0,0,0,0,0,0
"Kevin Strong","Detroit Lions","det",2021,10,5,5,"concussion",2,6,1,0,0,0,0,0,0,0
"D'Andre Swift","Detroit Lions","det",2021,10,6,0,"groin",2,7,0,0,0,0,0,0,1,0
"Jamaal Williams","Detroit Lions","det",2021,10,2,0,"hip",5,6,0,0,0,1,0,0,0,0
"Nick Williams","Detroit Lions","det",2021,10,1,0,"elbow",1,1,0,0,0,0,1,0,0,0
"Tyrell Williams","Detroit Lions","det",2021,10,7,7,"concussion",2,8,1,0,0,0,0,0,0,0
"Jaire Alexander","Green Bay Packers","gnb",2021,11,7,7,"",5,11,0,0,0,0,0,0,0,0
"Krys Barnes","Green Bay Packers","gnb",2021,11,1,1,"concussion",4,4,1,0,0,0,0,0,0,0
"Dominique Dafney","Green Bay Packers","gnb",2021,11,4,4,"",3,6,0,0,0,0,0,0,0,0
"Josiah Deguara","Green Bay Packers","gnb",2021,11,1,1,"concussion",2,2,1,0,0,0,0,0,0,0
"Jack Heflin","Green Bay Packers","gnb",2021,11,1,0,"ankle",4,4,0,0,0,0,0,0,0,1
"Kylin Hill","Green Bay Packers","gnb",2021,11,3,3,"",9,11,0,0,0,0,0,0,0,0
"Elgton Jenkins","Green Bay Packers","gnb",2021,11,4,3,"ankle",3,6,0,0,0,0,0,0,0,1
"Dennis Kelly","Green Bay Packers","gnb",2021,11,4,4,"illness back",5,8,0,0,1,0,0,0,0,0
"Kevin King","Green Bay Packers","gnb",2021,11,4,4,"illness concussion shoulder",3,8,1,1,0,0,0,0,0,0
"Tyler Lancaster","Green Bay Packers","gnb",2021,11,1,0,"back",1,1,0,0,1,0,0,0,0,0
"Whitney Mercilus","Green Bay Packers","gnb",2021,11,1,1,"",11,11,0,0,0,0,0,0,0,0
"Josh Myers","Green Bay Packers","gnb",2021,11,6,6,"finger",5,11,0,0,0,0,0,1,0,0
"Lucas Patrick","Green Bay Packers","gnb",2021,11,1,0,"concussion",2,2,1,0,0,0,0,0,0,0
"Randy Ramsey","Green Bay Packers","gnb",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Will Redmond","Green Bay Packers","gnb",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Chauncey Rivers","Green Bay Packers","gnb",2021,11,7,7,"",5,11,0,0,0,0,0,0,0,0
"Darnell Savage","Green Bay Packers","gnb",2021,11,2,0,"shoulder concussion",2,7,1,1,0,0,0,0,0,0
"Vernon Scott","Green Bay Packers","gnb",2021,11,3,2,"hamstring",1,4,0,0,0,0,0,0,1,0
"Preston Smith","Green Bay Packers","gnb",2021,11,2,1,"oblique",7,8,0,0,1,0,0,0,0,0
"Za'Darius Smith","Green Bay Packers","gnb",2021,11,11,10,"back",1,11,0,0,1,0,0,0,0,0
"Malik Taylor","Green Bay Packers","gnb",2021,11,1,1,"illness",6,6,0,0,0,0,0,0,0,0
"Robert Tonyan","Green Bay Packers","gnb",2021,11,3,3,"",9,11,0,0,0,0,0,0,0,0
"Marquez Valdes-Scantling","Green Bay Packers","gnb",2021,11,5,5,"",4,8,0,0,0,0,0,0,0,0
"Danny Amendola","Houston Texans","htx",2021,10,4,4,"thigh",3,6,0,0,0,0,0,0,1,0
"Justin Britt","Houston Texans","htx",2021,10,5,4,"knee",6,10,0,0,0,0,0,0,1,0
"Terrence Brooks","Houston Texans","htx",2021,10,3,3,"",7,9,0,0,0,0,0,0,0,0
"Pharaoh Brown","Houston Texans","htx",2021,10,1,0,"ankle",2,2,0,0,0,0,0,0,0,1
"Rex Burkhead","Houston Texans","htx",2021,10,2,1,"hip",5,6,0,0,0,1,0,0,0,0
"Marcus Cannon","Houston Texans","htx",2021,10,6,6,"",5,10,0,0,0,0,0,0,0,0
"Nico Collins","Houston Texans","htx",2021,10,5,3,"foot",3,7,0,0,0,0,0,0,0,1
"Chris Conley","Houston Texans","htx",2021,10,1,0,"neck",7,7,1,0,0,0,0,0,0,0
"Ka'imi Fairbairn","Houston Texans","htx",2021,10,2,2,"",2,3,0,0,0,0,0,0,0,0
"Jonathan Greenard","Houston Texans","htx",2021,10,1,1,"illness",1,1,0,0,0,0,0,0,0,0
"Kamu Grugier-Hill","Houston Texans","htx",2021,10,2,1,"illness knee",2,3,0,0,0,0,0,0,1,0
"Jaleel Johnson","Houston Texans","htx",2021,10,1,1,"back",7,7,0,0,1,0,0,0,0,0
"Lonnie Johnson","Houston Texans","htx",2021,10,1,1,"thigh",1,1,0,0,0,0,0,0,1,0
"Desmond King","Houston Texans","htx",2021,10,1,0,"hip",6,6,0,0,0,1,0,0,0,0
"Christian Kirksey","Houston Texans","htx",2021,10,2,2,"",9,10,0,0,0,0,0,0,0,0
"Terrance Mitchell","Houston Texans","htx",2021,10,2,1,"concussion",3,4,1,0,0,0,0,0,0,0
"A.J. Moore","Houston Texans","htx",2021,10,2,2,"",2,3,0,0,0,0,0,0,0,0
"Jimmy Moreland","Houston Texans","htx",2021,10,1,1,"illness",4,4,0,0,0,0,0,0,0,0
"Hardy Nickerson","Houston Texans","htx",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Scottie Phillips","Houston Texans","htx",2021,10,2,2,"illness",4,10,0,0,0,0,0,0,0,0
"Kevin Pierre-Louis","Houston Texans","htx",2021,10,5,5,"thigh",1,5,0,0,0,0,0,0,1,0
"Justin Reid","Houston Texans","htx",2021,10,1,1,"knee",3,3,0,0,0,0,0,0,1,0
"Tyrod Taylor","Houston Texans","htx",2021,10,6,6,"",3,8,0,0,0,0,0,0,0,0
"Vincent Taylor","Houston Texans","htx",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Laremy Tunsil","Houston Texans","htx",2021,10,5,5,"thumb",6,10,0,0,0,0,0,1,0,0
"Garret Wallow","Houston Texans","htx",2021,10,1,0,"illness",4,4,0,0,0,0,0,0,0,0
"Deshaun Watson","Houston Texans","htx",2021,10,7,7,"related",1,7,0,0,0,0,0,0,0,0
"Julian Blackmon","Indianapolis Colts","clt",2021,11,6,5,"back achilles",2,11,0,0,1,0,0,0,0,1
"Rodrigo Blankenship","Indianapolis Colts","clt",2021,11,6,6,"",6,11,0,0,0,0,0,0,0,0
"Ibraheim Campbell","Indianapolis Colts","clt",2021,11,6,6,"",6,11,0,0,0,0,0,0,0,0
"Parris Campbell","Indianapolis Colts","clt",2021,11,1,1,"abdomen",2,2,0,0,1,0,0,0,0,0
"T.J. Carrie","Indianapolis Colts","clt",2021,11,7,6,"",4,10,0,0,0,0,0,0,0,0
"Quartney Davis","Indianapolis Colts","clt",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Jack Doyle","Indianapolis Colts","clt",2021,11,1,0,"back",4,4,0,0,1,0,0,0,0,0
"Sam Ehlinger","Indianapolis Colts","clt",2021,11,3,3,"",2,4,0,0,0,0,0,0,0,0
"Eric Fisher","Indianapolis Colts","clt",2021,11,2,1,"achilles",1,2,0,0,0,0,0,0,0,1
"Jordan Glasgow","Indianapolis Colts","clt",2021,11,4,4,"concussion",3,6,1,0,0,0,0,0,0,0
"Mark Glowinski","Indianapolis Colts","clt",2021,11,1,0,"knee",4,4,0,0,0,0,0,0,1,0
"T.Y. Hilton","Indianapolis Colts","clt",2021,11,7,6,"quad concussion",2,9,1,0,0,0,0,0,1,0
"Tyquan Lewis","Indianapolis Colts","clt",2021,11,3,3,"",9,11,0,0,0,0,0,0,0,0
"Jordan Lucas","Indianapolis Colts","clt",2021,11,5,5,"",7,11,0,0,0,0,0,0,0,0
"JJ Nelson","Indianapolis Colts","clt",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Nick Nelson","Indianapolis Colts","clt",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Quenton Nelson","Indianapolis Colts","clt",2021,11,7,3,"foot  toe",1,9,0,0,0,0,0,0,0,2
"Dezmon Patmon","Indianapolis Colts","clt",2021,11,8,7,"",2,9,0,0,0,0,0,0,0,0
"Kwity Paye","Indianapolis Colts","clt",2021,11,3,2,"hamstring",2,5,0,0,0,0,0,0,1,0
"Danny Pinter","Indianapolis Colts","clt",2021,11,1,1,"foot",1,1,0,0,0,0,0,0,0,1
"Michael Pittman","Indianapolis Colts","clt",2021,11,1,0,"ankle",2,2,0,0,0,0,0,0,0,1
"Xavier Rhodes","Indianapolis Colts","clt",2021,11,3,2,"calf  concussion",1,6,1,0,0,0,0,0,1,0
"Isaac Rochell","Indianapolis Colts","clt",2021,11,1,1,"illness",5,5,0,0,0,0,0,0,0,0
"Andrew Sendejo","Indianapolis Colts","clt",2021,11,1,1,"concussion",6,6,1,0,0,0,0,0,0,0
"Braden Smith","Indianapolis Colts","clt",2021,11,6,6,"foot",2,7,0,0,0,0,0,0,0,1
"Jonathan Taylor","Indianapolis Colts","clt",2021,11,1,0,"knee",4,4,0,0,0,0,0,0,1,0
"Sam Tevi","Indianapolis Colts","clt",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Kemoko Turay","Indianapolis Colts","clt",2021,11,3,3,"groin",1,7,0,0,0,0,0,0,1,0
"Carson Wentz","Indianapolis Colts","clt",2021,11,2,0,"ankles",3,4,0,0,0,0,0,0,0,1
"Jordan Wilkins","Indianapolis Colts","clt",2021,11,3,3,"illness",5,7,0,0,0,0,0,0,0,0
"Khari Willis","Indianapolis Colts","clt",2021,11,6,4,"illness ankle",2,11,0,0,0,0,0,0,0,1
"Robert Windsor","Indianapolis Colts","clt",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Rock Ya-Sin","Indianapolis Colts","clt",2021,11,3,3,"ankle",4,7,0,0,0,0,0,0,0,1
"Jamal Agnew","Jacksonville Jaguars","jax",2021,10,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Tavon Austin","Jacksonville Jaguars","jax",2021,10,2,2,"",2,3,0,0,0,0,0,0,0,0
"Lorenzo Burns","Jacksonville Jaguars","jax",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Tyson Campbell","Jacksonville Jaguars","jax",2021,10,3,2,"calf  toe",1,6,0,0,0,0,0,0,1,1
"A.J. Cann","Jacksonville Jaguars","jax",2021,10,6,6,"",5,10,0,0,0,0,0,0,0,0
"DJ Chark","Jacksonville Jaguars","jax",2021,10,6,6,"",5,10,0,0,0,0,0,0,0,0
"Rashaad Coward","Jacksonville Jaguars","jax",2021,10,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Travis Etienne","Jacksonville Jaguars","jax",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
