name,full_team,team,year,games_in_season,num_games_injured,num_games_missing,injury_types,earliest_injury,latest_injury,head,shoulder,upper_torso,lower_torso,arm,hand,leg,foot,position_id,clean_name,nflverse_position_group,position_group,injury_burden
Daniel Lasco,New Orleans Saints,nor,2016,16,9,7,hamstring,6.0,14.0,0,0,0,0,0,0,1,0,RB,daniel lasco,RB,RB,16
James Laurinaitis,New Orleans Saints,nor,2016,16,11,11,quadriceps quadricep,4.0,16.0,0,0,0,0,0,0,2,0,DEF,james laurinaitis,LB,LB,22
Michael Mauti,New Orleans Saints,nor,2016,16,8,8,illness,9.0,16.0,0,0,0,0,0,0,0,0,OL,michael mauti,LB,LB,16
Sterling Moore,New Orleans Saints,nor,2016,16,3,2,abdomen,6.0,8.0,0,0,1,0,0,0,0,0,DEF,sterling moore,DB,DB,5
David Onyemata,New Orleans Saints,nor,2016,16,1,0,knee,11.0,11.0,0,0,0,0,0,0,1,0,DEF,david onyemata,DL,DL,1
Andrus Peat,New Orleans Saints,nor,2016,16,2,1,groin,6.0,7.0,0,0,0,0,0,0,1,0,OL,andrus peat,OL,OL,3
D.J. Pettway,New Orleans Saints,nor,2016,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Kyle Prater,New Orleans Saints,nor,2016,16,16,16,body,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Jimmy Pruitt,New Orleans Saints,nor,2016,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Sheldon Rankins,New Orleans Saints,nor,2016,16,7,7,leg,1.0,7.0,0,0,0,0,0,0,1,0,DEF,sheldon rankins,DL,DL,14
Craig Robertson,New Orleans Saints,nor,2016,16,4,1,shoulder,13.0,16.0,0,1,0,0,0,0,0,0,DEF,craig robertson,LB,LB,5
Jamarca Sanford,New Orleans Saints,nor,2016,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Jeff Schoettmer,New Orleans Saints,nor,2016,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Willie Snead,New Orleans Saints,nor,2016,16,2,1,toe,3.0,4.0,0,0,0,0,0,0,0,1,WR,willie snead,WR,WR,3
Damian Swann,New Orleans Saints,nor,2016,16,16,16,abdominal,1.0,16.0,0,0,1,0,0,0,0,0,,,,,32
Michael Thomas,New Orleans Saints,nor,2016,16,2,1,ankle  foot,1.0,13.0,0,0,0,0,0,0,0,2,WR,michael thomas,DB,DB,3
Tyrus Thompson,New Orleans Saints,nor,2016,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Max Unger,New Orleans Saints,nor,2016,16,3,1,foot,13.0,15.0,0,0,0,0,0,0,0,1,OL,max unger,OL,OL,4
Kenny Vaccaro,New Orleans Saints,nor,2016,16,2,1,ankle,3.0,4.0,0,0,0,0,0,0,0,1,DEF,kenny vaccaro,DB,DB,3
P.J. Williams,New Orleans Saints,nor,2016,16,14,14,concussion,3.0,16.0,1,0,0,0,0,0,0,0,DEF,pj williams,DB,DB,28
Kyle Wilson,New Orleans Saints,nor,2016,16,16,16,shoulder,1.0,16.0,0,1,0,0,0,0,0,0,,,,,32
Avery Young,New Orleans Saints,nor,2016,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Andrew Adams,New York Giants,nyg,2016,16,1,0,shoulder,9.0,9.0,0,1,0,0,0,0,0,0,DEF,andrew adams,DB,DB,1
Jerell Adams,New York Giants,nyg,2016,16,1,1,shoulder,16.0,16.0,0,1,0,0,0,0,0,0,TE,jerell adams,TE,TE,2
Eli Apple,New York Giants,nyg,2016,16,3,2,hamstring groin,4.0,6.0,0,0,0,0,0,0,2,0,DEF,eli apple,DB,DB,5
Nat Berhe,New York Giants,nyg,2016,16,10,9,concussion,4.0,16.0,1,0,0,0,0,0,0,0,DEF,nat berhe,DB,DB,19
Jonathan Casillas,New York Giants,nyg,2016,16,2,0,calf knee,9.0,15.0,0,0,0,0,0,0,2,0,DEF,jonathan casillas,LB,LB,2
Victor Cruz,New York Giants,nyg,2016,16,1,1,ankle,9.0,9.0,0,0,0,0,0,0,0,1,WR,victor cruz,WR,WR,2
Orleans Darkwa,New York Giants,nyg,2016,16,7,5,leg leg,10.0,16.0,0,0,0,0,0,0,2,0,RB,orleans darkwa,RB,RB,12
Zak DeOssie,New York Giants,nyg,2016,16,1,0,ankle,7.0,7.0,0,0,0,0,0,0,0,1,DEF,zak deossie,,,1
Larry Donnell,New York Giants,nyg,2016,16,1,1,concussion,5.0,5.0,1,0,0,0,0,0,0,0,TE,larry donnell,TE,TE,2
Adam Gettis,New York Giants,nyg,2016,16,2,0,calf,10.0,11.0,0,0,0,0,0,0,1,0,OL,adam gettis,OL,OL,2
B.J. Goodson,New York Giants,nyg,2016,16,1,0,concussion,16.0,16.0,1,0,0,0,0,0,0,0,OL,bj goodson,LB,LB,1
Dwayne Harris,New York Giants,nyg,2016,16,2,0,toe ankle,6.0,13.0,0,0,0,0,0,0,0,2,WR,dwayne harris,WR,WR,2
Mark Herzlich,New York Giants,nyg,2016,16,2,2,concussion,12.0,13.0,1,0,0,0,0,0,0,0,DEF,mark herzlich,LB,LB,4
Janoris Jenkins,New York Giants,nyg,2016,16,2,1,back,15.0,16.0,0,0,1,0,0,0,0,0,DEF,janoris jenkins,DB,DB,3
Rashad Jennings,New York Giants,nyg,2016,16,3,2,thumb,4.0,6.0,0,0,0,0,0,1,0,0,RB,rashad jennings,RB,RB,5
Will Johnson,New York Giants,nyg,2016,16,16,16,stinger,1.0,16.0,1,0,0,0,0,0,0,0,,,,,32
Brett Jones,New York Giants,nyg,2016,16,3,2,calf,10.0,12.0,0,0,0,0,0,0,1,0,OL,brett jones,OL,OL,5
Devon Kennard,New York Giants,nyg,2016,16,1,0,concussion,6.0,6.0,1,0,0,0,0,0,0,0,OL,devon kennard,LB,LB,1
Matt LaCosse,New York Giants,nyg,2016,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Roger Lewis,New York Giants,nyg,2016,16,1,0,concussion,11.0,11.0,1,0,0,0,0,0,0,0,WR,roger lewis,WR,WR,1
Ryan Nassib,New York Giants,nyg,2016,16,2,2,elbow,15.0,16.0,0,0,0,0,1,0,0,0,,,,,4
Owamagbe Odighizuwa,New York Giants,nyg,2016,16,2,2,knee,12.0,13.0,0,0,0,0,0,0,1,0,DEF,owamagbe odighizuwa,,,4
Jason Pierre-Paul,New York Giants,nyg,2016,16,7,4,shoulder groin knee muscle,2.0,16.0,0,1,0,0,0,0,2,0,DEF,jason pierre paul,DL,DL,11
Justin Pugh,New York Giants,nyg,2016,16,5,5,knee,9.0,13.0,0,0,0,0,0,0,1,0,OL,justin pugh,OL,OL,10
Bobby Rainey,New York Giants,nyg,2016,16,1,0,calf,8.0,8.0,0,0,0,0,0,0,1,0,RB,bobby rainey,RB,RB,1
Keenan Robinson,New York Giants,nyg,2016,16,1,0,shoulder,14.0,14.0,0,1,0,0,0,0,0,0,OL,keenan robinson,LB,LB,1
Jake Rodgers,New York Giants,nyg,2016,16,16,16,ankle,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Dominique Rodgers-Cromartie,New York Giants,nyg,2016,16,3,1,groin,4.0,6.0,0,0,0,0,0,0,1,0,DEF,dominique rodgers cromartie,DB,DB,4
Byron Stingily,New York Giants,nyg,2016,16,16,16,concussion,1.0,16.0,1,0,0,0,0,0,0,0,,,,,32
J.T. Thomas,New York Giants,nyg,2016,16,15,15,knee,2.0,16.0,0,0,0,0,0,0,1,0,DEF,jt thomas,LB,LB,30
Robert Thomas,New York Giants,nyg,2016,16,4,4,illness,1.0,4.0,0,0,0,0,0,0,0,0,DEF,robert thomas,DL,DL,8
Darian Thompson,New York Giants,nyg,2016,16,14,14,foot,3.0,16.0,0,0,0,0,0,0,0,1,DEF,darian thompson,DB,DB,28
Mykkele Thompson,New York Giants,nyg,2016,16,14,14,knee,3.0,16.0,0,0,0,0,0,0,1,0,DEF,mykkele thompson,DB,DB,28
Shane Vereen,New York Giants,nyg,2016,16,11,11,tricep,4.0,16.0,0,0,0,0,1,0,0,0,RB,shane vereen,RB,RB,22
Nikita Whitlock,New York Giants,nyg,2016,16,16,16,foot,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Kerry Wynn,New York Giants,nyg,2016,16,2,2,concussion,8.0,9.0,1,0,0,0,0,0,0,0,DEF,kerry wynn,DL,DL,4
Antonio Allen,New York Jets,nyj,2016,16,4,4,concussion concussion,13.0,16.0,2,0,0,0,0,0,0,0,DEF,antonio allen,DB,DB,8
Robby Anderson,New York Jets,nyj,2016,16,1,0,hamstring,16.0,16.0,0,0,0,0,0,0,1,0,WR,robby anderson,WR,WR,1
Brandon Bostick,New York Jets,nyj,2016,16,1,0,ankle,14.0,14.0,0,0,0,0,0,0,0,1,TE,brandon bostick,TE,TE,1
Braedon Bowman,New York Jets,nyj,2016,16,11,11,knee knee,5.0,16.0,0,0,0,0,0,0,2,0,TE,braedon bowman,TE,TE,22
Juston Burris,New York Jets,nyj,2016,16,1,0,knee,16.0,16.0,0,0,0,0,0,0,1,0,DEF,juston burris,DB,DB,1
Bruce Carter,New York Jets,nyj,2016,16,7,4,shoulder  ankle quadricep quadriceps,1.0,12.0,0,1,0,0,0,0,2,1,DEF,bruce carter,LB,LB,11
Mike Catapano,New York Jets,nyj,2016,16,3,3,knee,14.0,16.0,0,0,0,0,0,0,1,0,DEF,mike catapano,LB,LB,6
Jake Ceresna,New York Jets,nyj,2016,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Ryan Clady,New York Jets,nyj,2016,16,11,7,shoulder shoulder,4.0,16.0,0,2,0,0,0,0,0,0,OL,ryan clady,OL,OL,18
Kellen Davis,New York Jets,nyj,2016,16,7,7,elbow elbow,9.0,16.0,0,0,0,0,2,0,0,0,TE,kellen davis,TE,TE,14
Eric Decker,New York Jets,nyj,2016,16,13,13,shoulder,4.0,16.0,0,1,0,0,0,0,0,0,WR,eric decker,WR,WR,26
Quincy Enunwa,New York Jets,nyj,2016,16,2,0,knee ribs,5.0,14.0,0,0,1,0,0,0,1,0,WR,quincy enunwa,WR,WR,2
Ryan Fitzpatrick,New York Jets,nyj,2016,16,1,1,knee,10.0,10.0,0,0,0,0,0,0,1,0,QB,ryan fitzpatrick,QB,QB,2
Matt Forte,New York Jets,nyj,2016,16,3,2,knee shoulder,14.0,16.0,0,1,0,0,0,0,1,0,RB,matt forte,RB,RB,5
Breno Giacomini,New York Jets,nyj,2016,16,13,11,back  shoulder calf,1.0,16.0,0,1,1,0,0,0,1,0,OL,breno giacomini,OL,OL,24
Marcus Gilchrist,New York Jets,nyj,2016,16,3,3,knee,14.0,16.0,0,0,0,0,0,0,1,0,DEF,marcus gilchrist,DB,DB,6
David Harris,New York Jets,nyj,2016,16,4,1,shoulder  hamstring,1.0,6.0,0,1,0,0,0,0,1,0,DEF,david harris,LB,LB,5
Erin Henderson,New York Jets,nyj,2016,16,11,11,foot undisclosed,3.0,16.0,0,0,0,0,0,0,0,1,DEF,erin henderson,LB,LB,22
Jordan Jenkins,New York Jets,nyj,2016,16,2,2,calf,1.0,2.0,0,0,0,0,0,0,1,0,OL,jordan jenkins,LB,LB,4
Darron Lee,New York Jets,nyj,2016,16,3,3,ankle,7.0,9.0,0,0,0,0,0,0,0,1,OL,darron lee,LB,LB,6
Corey Lemonier,New York Jets,nyj,2016,16,1,1,related,4.0,4.0,0,0,0,0,0,0,0,0,OL,corey lemonier,LB,LB,2
Nick Mangold,New York Jets,nyj,2016,16,10,8,knee ankle ankle,6.0,16.0,0,0,0,0,0,0,1,2,OL,nick mangold,OL,OL,18
Jalin Marshall,New York Jets,nyj,2016,16,4,4,shoulder concussion,4.0,13.0,1,1,0,0,0,0,0,0,WR,jalin marshall,WR,WR,8
Nick Marshall,New York Jets,nyj,2016,16,2,2,ankle hamstring,11.0,16.0,0,0,0,0,0,0,1,1,DEF,nick marshall,DB,DB,4
Josh Martin,New York Jets,nyj,2016,16,1,1,concussion,10.0,10.0,1,0,0,0,0,0,0,0,DEF,josh martin,LB,LB,2
Lorenzo Mauldin,New York Jets,nyj,2016,16,5,5,ankle,12.0,16.0,0,0,0,0,0,0,0,1,OL,lorenzo mauldin,LB,LB,10
Steve McLendon,New York Jets,nyj,2016,16,6,5,hamstring hamstirng,11.0,16.0,0,0,0,0,0,0,1,0,DEF,steve mclendon,DL,DL,11
Dee Milliner,New York Jets,nyj,2016,16,16,16,hamstring,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Romar Morris,New York Jets,nyj,2016,16,16,16,shoulder,1.0,16.0,0,1,0,0,0,0,0,0,,,,,32
Julien Obioha,New York Jets,nyj,2016,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Bryce Petty,New York Jets,nyj,2016,16,6,6,shoulder  shoulder,1.0,16.0,0,2,0,0,0,0,0,0,QB,bryce petty,QB,QB,12
Calvin Pryor,New York Jets,nyj,2016,16,1,1,concussion,12.0,12.0,1,0,0,0,0,0,0,0,DEF,calvin pryor,DB,DB,2
Brent Qvale,New York Jets,nyj,2016,16,4,4,neck hamstring,7.0,14.0,1,0,0,0,0,0,1,0,OL,brent qvale,OL,OL,8
Darrelle Revis,New York Jets,nyj,2016,16,2,1,hamstring,5.0,6.0,0,0,0,0,0,0,1,0,DEF,darrelle revis,DB,DB,3
Sheldon Richardson,New York Jets,nyj,2016,16,1,0,back,16.0,16.0,0,0,1,0,0,0,0,0,DEF,sheldon richardson,DL,DL,1
Darryl Roberts,New York Jets,nyj,2016,16,2,2,foot,1.0,2.0,0,0,0,0,0,0,0,1,DEF,darryl roberts,DB,DB,4
Khiry Robinson,New York Jets,nyj,2016,16,4,3,leg leg,13.0,16.0,0,0,0,0,0,0,2,0,RB,khiry robinson,RB,RB,7
Austin Seferian-Jenkins,New York Jets,nyj,2016,16,4,4,ankle hamstring,6.0,16.0,0,0,0,0,0,0,1,1,TE,austin seferian jenkins,TE,TE,8
Brandon Shell,New York Jets,nyj,2016,16,2,1,shoulder,9.0,10.0,0,1,0,0,0,0,0,0,OL,brandon shell,OL,OL,3
Buster Skrine,New York Jets,nyj,2016,16,3,2,knee concussion,8.0,14.0,1,0,0,0,0,0,1,0,DEF,buster skrine,DB,DB,5
Devin Smith,New York Jets,nyj,2016,16,12,12,knee,1.0,12.0,0,0,0,0,0,0,1,0,WR,devin smith,WR,WR,24
Geno Smith,New York Jets,nyj,2016,16,9,9,knee,8.0,16.0,0,0,0,0,0,0,1,0,QB,geno smith,QB,QB,18
Julian Stanford,New York Jets,nyj,2016,16,4,4,ankle,13.0,16.0,0,0,0,0,0,0,0,1,DEF,julian stanford,LB,LB,8
Lawrence Thomas,New York Jets,nyj,2016,16,13,13,shoulder,4.0,16.0,0,1,0,0,0,0,0,0,DEF,lawrence thomas,DL,DL,26
Brandon Wilds,New York Jets,nyj,2016,16,1,0,hamstring,16.0,16.0,0,0,0,0,0,0,1,0,RB,brandon wilds,RB,RB,1
Muhammad Wilkerson,New York Jets,nyj,2016,16,9,1,toe ankle knee,2.0,16.0,0,0,0,0,0,0,1,2,DEF,muhammad wilkerson,DL,DL,10
Marcus Williams,New York Jets,nyj,2016,16,3,3,ankle,10.0,12.0,0,0,0,0,0,0,0,1,DEF,marcus williams,DB,DB,6
Brian Winters,New York Jets,nyj,2016,16,3,3,concussion shoulder,5.0,16.0,1,1,0,0,0,0,0,0,OL,brian winters,OL,OL,6
Allen Barbre,Philadelphia Eagles,phi,2016,16,5,4,hamstring,8.0,16.0,0,0,0,0,0,0,1,0,OL,allen barbre,OL,OL,9
Kenjon Barner,Philadelphia Eagles,phi,2016,16,2,2,hamstring,15.0,16.0,0,0,0,0,0,0,1,0,RB,kenjon barner,RB,RB,4
Ron Brooks,Philadelphia Eagles,phi,2016,16,11,10,calf quadricep,6.0,16.0,0,0,0,0,0,0,2,0,DEF,ron brooks,DB,DB,21
Terrence Brooks,Philadelphia Eagles,phi,2016,16,2,2,hamstring,9.0,10.0,0,0,0,0,0,0,1,0,DEF,terrence brooks,DB,DB,4
Trey Burton,Philadelphia Eagles,phi,2016,16,2,1,calf  hamstring,1.0,9.0,0,0,0,0,0,0,2,0,TE,trey burton,TE,TE,3
Brent Celek,Philadelphia Eagles,phi,2016,16,2,0,ribs stinger,9.0,14.0,1,0,1,0,0,0,0,0,TE,brent celek,TE,TE,2
Fletcher Cox,Philadelphia Eagles,phi,2016,16,1,0,ankle,5.0,5.0,0,0,0,0,0,0,0,1,DEF,fletcher cox,DL,DL,1
Vinny Curry,Philadelphia Eagles,phi,2016,16,1,0,knee,1.0,1.0,0,0,0,0,0,0,1,0,DEF,vinny curry,DL,DL,1
Jon Dorenbos,Philadelphia Eagles,phi,2016,16,3,3,wrist,14.0,16.0,0,0,0,0,0,1,0,0,OL,jon dorenbos,,OL,6
Zach Ertz,Philadelphia Eagles,phi,2016,16,3,2,rib hamstring,2.0,10.0,0,0,1,0,0,0,1,0,TE,zach ertz,TE,TE,5
Dorial Green-Beckham,Philadelphia Eagles,phi,2016,16,2,1,abdomen,13.0,14.0,0,0,1,0,0,0,0,0,WR,dorial green beckham,WR,WR,3
Kamu Grugier-Hill,Philadelphia Eagles,phi,2016,16,4,3,hamstring illness,7.0,14.0,0,0,0,0,0,0,1,0,OL,kamu grugier hill,LB,LB,7
Jordan Hicks,Philadelphia Eagles,phi,2016,16,1,0,ankle,16.0,16.0,0,0,0,0,0,0,0,1,OL,jordan hicks,LB,LB,1
Mychal Kendricks,Philadelphia Eagles,phi,2016,16,3,1,quadriceps ribs,3.0,16.0,0,0,1,0,0,0,1,0,DEF,mychal kendricks,LB,LB,4
Ryan Mathews,Philadelphia Eagles,phi,2016,16,4,3,knee neck,11.0,16.0,1,0,0,0,0,0,1,0,RB,ryan mathews,RB,RB,7
Jordan Matthews,Philadelphia Eagles,phi,2016,16,6,2,back ankle,10.0,16.0,0,0,1,0,0,0,0,1,WR,jordan matthews,WR,WR,8
Alex McCalister,Philadelphia Eagles,phi,2016,16,16,16,calf,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Leodis McKelvin,Philadelphia Eagles,phi,2016,16,5,3,hamstring,2.0,9.0,0,0,0,0,0,0,1,0,DEF,leodis mckelvin,DB,DB,8
Isaac Seumalo,Philadelphia Eagles,phi,2016,16,3,1,pectoral ankle,3.0,16.0,0,0,1,0,0,0,0,1,OL,isaac seumalo,OL,OL,4
Wendell Smallwood,Philadelphia Eagles,phi,2016,16,3,3,knee,14.0,16.0,0,0,0,0,0,0,1,0,RB,wendell smallwood,RB,RB,6
Darren Sproles,Philadelphia Eagles,phi,2016,16,1,1,concussion,14.0,14.0,1,0,0,0,0,0,0,0,RB,darren sproles,RB,RB,2
Matt Tobin,Philadelphia Eagles,phi,2016,16,3,3,knee,14.0,16.0,0,0,0,0,0,0,1,0,OL,matt tobin,OL,OL,6
Bryce Treggs,Philadelphia Eagles,phi,2016,16,1,1,knee,1.0,1.0,0,0,0,0,0,0,1,0,WR,bryce treggs,WR,WR,2
Halapoulivaati Vaitai,Philadelphia Eagles,phi,2016,16,5,5,knee,11.0,15.0,0,0,0,0,0,0,1,0,OL,halapoulivaati vaitai,OL,OL,10
Joe Walker,Philadelphia Eagles,phi,2016,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Chris Boswell,Pittsburgh Steelers,pit,2016,16,2,1,abdomen,12.0,13.0,0,0,1,0,0,0,0,0,K,chris boswell,,,3
Anthony Chickillo,Pittsburgh Steelers,pit,2016,16,2,1,ankle,15.0,16.0,0,0,0,0,0,0,0,1,DEF,anthony chickillo,LB,LB,3
Sammie Coates,Pittsburgh Steelers,pit,2016,16,2,1,finger hamstring,6.0,15.0,0,0,0,0,0,1,1,0,WR,sammie coates,WR,WR,3
Jordan Dangerfield,Pittsburgh Steelers,pit,2016,16,2,2,groin,9.0,10.0,0,0,0,0,0,0,1,0,DEF,jordan dangerfield,DB,DB,4
Bud Dupree,Pittsburgh Steelers,pit,2016,16,9,9,abdominal,1.0,9.0,0,0,1,0,0,0,0,0,DEF,bud dupree,LB,LB,18
Ramon Foster,Pittsburgh Steelers,pit,2016,16,3,2,elbow chest,3.0,13.0,0,0,1,0,1,0,0,0,OL,ramon foster,OL,OL,5
William Gay,Pittsburgh Steelers,pit,2016,16,1,0,foot,8.0,8.0,0,0,0,0,0,0,0,1,DEF,william gay,DB,DB,1
Justin Gilbert,Pittsburgh Steelers,pit,2016,16,1,1,knee,5.0,5.0,0,0,0,0,0,0,1,0,DEF,justin gilbert,DB,DB,2
Marcus Gilbert,Pittsburgh Steelers,pit,2016,16,3,3,ankle,5.0,7.0,0,0,0,0,0,0,0,1,OL,marcus gilbert,OL,OL,6
Robert Golden,Pittsburgh Steelers,pit,2016,16,3,3,hamstring ankle,4.0,16.0,0,0,0,0,0,0,1,1,DEF,robert golden,DB,DB,6
Senquez Golson,Pittsburgh Steelers,pit,2016,16,16,16,foot,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Bruce Gradkowski,Pittsburgh Steelers,pit,2016,16,16,16,hamstring,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Ladarius Green,Pittsburgh Steelers,pit,2016,16,10,10,ankle  concussion,1.0,16.0,1,0,0,0,0,0,0,1,TE,ladarius green,TE,TE,20
Xavier Grimble,Pittsburgh Steelers,pit,2016,16,3,3,quadricep ribs,10.0,16.0,0,0,1,0,0,0,1,0,TE,xavier grimble,TE,TE,6
Javon Hargrave,Pittsburgh Steelers,pit,2016,16,1,1,concussion,13.0,13.0,1,0,0,0,0,0,0,0,DEF,javon hargrave,DL,DL,2
Ryan Harris,Pittsburgh Steelers,pit,2016,16,12,12,shin,5.0,16.0,0,0,0,0,0,0,1,0,OL,ryan harris,OL,OL,24
James Harrison,Pittsburgh Steelers,pit,2016,16,0,0,,,,0,0,0,0,0,0,0,0,DEF,james harrison,LB,LB,0
Jerald Hawkins,Pittsburgh Steelers,pit,2016,16,16,16,shoulder,1.0,16.0,0,1,0,0,0,0,0,0,,,,,32
Cameron Heyward,Pittsburgh Steelers,pit,2016,16,9,9,hamstring pectoral pectoral,6.0,16.0,0,0,2,0,0,0,1,0,DEF,cameron heyward,DL,DL,18
Darrius Heyward-Bey,Pittsburgh Steelers,pit,2016,16,7,6,foot,9.0,15.0,0,0,0,0,0,0,0,1,WR,darrius heyward bey,WR,WR,13
Steven Johnson,Pittsburgh Steelers,pit,2016,16,7,7,ankle,10.0,16.0,0,0,0,0,0,0,0,1,DEF,steven johnson,LB,LB,14
Cole Manhart,Pittsburgh Steelers,pit,2016,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Ricardo Mathews,Pittsburgh Steelers,pit,2016,16,1,0,ankle,15.0,15.0,0,0,0,0,0,0,0,1,DEF,ricardo mathews,DL,DL,1
Roosevelt Nix,Pittsburgh Steelers,pit,2016,16,5,5,back,1.0,5.0,0,0,1,0,0,0,0,0,RB,roosevelt nix,RB,RB,10
Ben Roethlisberger,Pittsburgh Steelers,pit,2016,16,2,1,knee,7.0,8.0,0,0,0,0,0,0,1,0,QB,ben roethlisberger,QB,QB,3
Eli Rogers,Pittsburgh Steelers,pit,2016,16,2,2,toe,4.0,5.0,0,0,0,0,0,0,0,1,WR,eli rogers,WR,WR,4
Ryan Shazier,Pittsburgh Steelers,pit,2016,16,4,3,knee,2.0,6.0,0,0,0,0,0,0,1,0,OL,ryan shazier,LB,LB,7
Shamarko Thomas,Pittsburgh Steelers,pit,2016,16,8,8,groin concussion concussion,6.0,16.0,2,0,0,0,0,0,1,0,DEF,shamarko thomas,DB,DB,16
Fitzgerald Toussaint,Pittsburgh Steelers,pit,2016,16,0,0,,,,0,0,0,0,0,0,0,0,RB,fitzgerald toussaint,RB,RB,0
Stephon Tuitt,Pittsburgh Steelers,pit,2016,16,2,2,knee,15.0,16.0,0,0,0,0,0,0,1,0,DEF,stephon tuitt,DL,DL,4
Valerian Ume-Ezeoke,Pittsburgh Steelers,pit,2016,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Cody Wallace,Pittsburgh Steelers,pit,2016,16,16,16,knee knee,1.0,16.0,0,0,0,0,0,0,2,0,OL,cody wallace,OL,OL,32
Markus Wheaton,Pittsburgh Steelers,pit,2016,16,11,11,shoulder,6.0,16.0,0,1,0,0,0,0,0,0,WR,markus wheaton,WR,WR,22
DeAngelo Williams,Pittsburgh Steelers,pit,2016,16,7,6,knee,7.0,13.0,0,0,0,0,0,0,1,0,RB,deangelo williams,RB,RB,13
Vince Williams,Pittsburgh Steelers,pit,2016,16,0,0,,,,0,0,0,0,0,0,0,0,DEF,vince williams,LB,LB,0
Arik Armstead,San Francisco 49ers,sfo,2016,16,9,8,shoulder  shoulder,1.0,16.0,0,2,0,0,0,0,0,0,DEF,arik armstead,DL,DL,17
Ray-Ray Armstrong,San Francisco 49ers,sfo,2016,16,14,14,pectoral,3.0,16.0,0,0,1,0,0,0,0,0,DEF,ray ray armstrong,LB,LB,28
Blake Bell,San Francisco 49ers,sfo,2016,16,2,2,shoulder,15.0,16.0,0,1,0,0,0,0,0,0,TE,blake bell,TE,TE,4
Nick Bellore,San Francisco 49ers,sfo,2016,16,2,2,elbow,15.0,16.0,0,0,0,0,1,0,0,0,DEF,nick bellore,LB,LB,4
NaVorro Bowman,San Francisco 49ers,sfo,2016,16,12,12,achilles,5.0,16.0,0,0,0,0,0,0,0,1,DEF,navorro bowman,LB,LB,24
Ahmad Brooks,San Francisco 49ers,sfo,2016,16,1,0,groin,6.0,6.0,0,0,0,0,0,0,1,0,DEF,ahmad brooks,LB,LB,1
DeForest Buckner,San Francisco 49ers,sfo,2016,16,2,1,foot,5.0,6.0,0,0,0,0,0,0,0,1,DEF,deforest buckner,DL,DL,3
Garrett Celek,San Francisco 49ers,sfo,2016,16,1,0,back,4.0,4.0,0,0,1,0,0,0,0,0,TE,garrett celek,TE,TE,1
Anthony Davis,San Francisco 49ers,sfo,2016,16,3,2,related concussion,1.0,3.0,1,0,0,0,0,0,0,0,OL,anthony davis,OL,OL,5
Chris Davis,San Francisco 49ers,sfo,2016,16,13,12,hamstring  knee,1.0,16.0,0,0,0,0,0,0,2,0,DEF,chris davis,DB,DB,25
Quinton Dial,San Francisco 49ers,sfo,2016,16,3,2,knee  neck elbow,1.0,13.0,1,0,0,0,1,0,1,0,DEF,quinton dial,DL,DL,5
Glenn Dorsey,San Francisco 49ers,sfo,2016,16,5,4,knee  ribs,1.0,15.0,0,0,1,0,0,0,1,0,DEF,glenn dorsey,DL,DL,9
Bruce Ellington,San Francisco 49ers,sfo,2016,16,16,16,hamstring,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Carlos Hyde,San Francisco 49ers,sfo,2016,16,3,2,shoulder,7.0,9.0,0,1,0,0,0,0,0,0,RB,carlos hyde,RB,RB,5
Dontae Johnson,San Francisco 49ers,sfo,2016,16,2,1,groin,15.0,16.0,0,0,0,0,0,0,1,0,DEF,dontae johnson,DB,DB,3
Jeremy Kerley,San Francisco 49ers,sfo,2016,16,1,0,ankle,5.0,5.0,0,0,0,0,0,0,0,1,WR,jeremy kerley,WR,WR,1
Daniel Kilgore,San Francisco 49ers,sfo,2016,16,3,3,hamstring,14.0,16.0,0,0,0,0,0,0,1,0,OL,daniel kilgore,OL,OL,6
Thaddeus Lewis,San Francisco 49ers,sfo,2016,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
